collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
62844		Eubrontes		Brontozoum	30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62844		Anchisauripus		Brontozoum	30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62844		Grallator		Brontozoum	30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62844		Eubrontes		Brontozoum	30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62844		Grallator			30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62844		Eubrontes		Brontozoum	30909	"United States"	Massachusetts	Hampshire	42.235325	-72.626056	Jurassic	"Jurassic 1"	199.600	196.500
62910	"n. gen."	Puertasaurus			18144	Argentina	"Santa Cruz"		-49.854444	-72.107222	Cretaceous	"Cretaceous 8"	70.600	65.000
62927		Velociraptor		Dromaeosauridae	18146	Mongolia	Omnogov		44.127500	103.564722	Cretaceous		85.800	70.600
62927		Protoceratops			18146	Mongolia	Omnogov		44.127500	103.564722	Cretaceous		85.800	70.600
62928		Velociraptor			18147	Mongolia	Omngov		44	104	Cretaceous	"Cretaceous 7"	83.500	70.600
63895	"n. gen."	Titanosaurus			19594	India	"Madhya Pradesh"	Jabalpur	23.166667	79.950000	Cretaceous	"Cretaceous 8"	70.600	65.000
63896		Massospondylus			18384	India	Manharashtra		21.1500	79.1000	Cretaceous	"Cretaceous 8"	70.600	65.000
64016	"n. gen."	Yuanmousaurus			18457	China	Yunnan	Yuanmou	25.947222	101.908889	Jurassic		175.600	161.200
64016		Yunnanosaurus			18457	China	Yunnan	Yuanmou	25.947222	101.908889	Jurassic		175.600	161.200
64016	"n. gen."	Eomamenchisaurus			18457	China	Yunnan	Yuanmou	25.947222	101.908889	Jurassic		175.600	161.200
64017	"n. gen."	Gigantoraptor			18458	China	"Nei Mongol"	"Sonid Zuoqi"	43.548889	111.870833	Cretaceous		89.300	65.000
64017	"n. gen."	Sonidosaurus			18458	China	"Nei Mongol"	"Sonid Zuoqi"	43.548889	111.870833	Cretaceous		89.300	65.000
64018	"n. gen."	Borealosaurus			18460	China	Liaoning	Beipiao	41.772778	120.792222	Cretaceous		99.600	89.300
64018	"n. gen."	Shuangmiaosaurus			18460	China	Liaoning	Beipiao	41.772778	120.792222	Cretaceous		99.600	89.300
64019	"n. gen."	Gobititan			18462	China	Gansu		41.509444	97.616667	Cretaceous		130.000	112.000
64053		Ceratosaurus			18469	"United States"	Utah	Emery	38.863889	-110.898889	Jurassic	"Jurassic 5"	155.700	150.800
64087		Neuquensaurus	?	Loricosaurus	18505	Argentina	"Río Negro"		-40.45	-66.61667	Cretaceous		89.300	65.000
64094	?	Pentaceratops			18513	"United States"	"New Mexico"	"San Juan"	36.1861	-107.8892	Cretaceous	"Cretaceous 8"	71.8	71.6
64096	?	Pentaceratops			18513	"United States"	"New Mexico"	"San Juan"	36.3148	-108.842	Cretaceous	"Cretaceous 7"	71.8	71.6
64098		Asiaceratops			16510	Uzbekistan	Karakalpakistan		40.232500	65.911667	Cretaceous	"Cretaceous 5"	99.600	93.500
64133		Aeolosaurus		Aeolosaurus	17227	Brazil	"Minas Gerais"		-19.601944	-47.615833	Cretaceous	"Cretaceous 8"	70.600	65.000
64144		Tarbosaurus	"n. gen."	Shanshanosaurus	9258	China	Xinjiang	Shanshan	42.866667	90.166667	Cretaceous		83.500	65.000
64146		Amblydactylus			18528	Canada	"British Columbia"		56.155278	-122.583889	Cretaceous	"Cretaceous 4"	112.000	99.600
64147		Amblydactylus			18528	Canada	"British Columbia"		55.967778	-122.183056	Cretaceous	"Cretaceous 4"	112.000	99.600
64148		Amblydactylus			18528	Canada	"British Columbia"		55.955833	-122.158889	Cretaceous	"Cretaceous 4"	112.000	99.600
64149		Chirostenotes		Elmisaurus	9247	Canada	Alberta		50.757	-111.4659	Cretaceous	"Cretaceous 7"	88.3	73.7
64316		Plateosaurus			18552	Norway			61.512500	2.171667	Triassic	"Triassic 4"	203.600	199.600
64318		Chirostenotes		Ornithomimus	14110	Canada	Alberta		50.730000	-111.556111	Cretaceous	"Cretaceous 7"	88.3	73.7
64319		Chirostenotes			9248	Canada	Alberta		51.9501	-112.9348	Cretaceous	"Cretaceous 7"	83.500	70.600
64324		Troodon			9254	Canada	Alberta		51.4845	-112.7722	Cretaceous	"Cretaceous 8"	70.600	65.000
64325		Troodon			9254	Canada	Alberta		49.9858	-111.4218	Cretaceous	"Cretaceous 7"	83.500	70.600
64326		Troodon			9254	Canada	Alberta		50.7424	-111.4889	Cretaceous	"Cretaceous 7"	83.500	70.600
64327		Troodon	"n. gen."	Polyodontosaurus	14578	Canada	Alberta		50.7861	-111.6039	Cretaceous	"Cretaceous 7"	83.500	70.600
64334		Prosaurolophus			18556	Canada	Alberta		50.757	-110.172	Cretaceous	"Cretaceous 7"	83.500	70.600
64338		Hadrosaurus			18556	Canada	Alberta		49.286389	-112.205556	Cretaceous	"Cretaceous 7"	83.500	70.600
64339		Edmontosaurus			18556	Canada	Alberta		51.9283	-112.9348	Cretaceous	"Cretaceous 7"	83.500	70.600
64352	"n. gen."	Pachyrhinosaurus		Ceratopsia	18575	Canada	Alberta		50.1895	-113.8	Cretaceous	"Cretaceous 7"	73.1	72.9
64353		Leptoceratops			18579	Canada	Alberta		52.81	-113.52	Cretaceous	"Cretaceous 8"	70.600	65.000
64386	"n. gen."	Gypsichnites			18574	Canada	"British Columbia"		56.043056	-122.211944	Cretaceous	"Cretaceous 4"	112.000	99.600
64386	"n. gen."	Irenesauripus			18574	Canada	"British Columbia"		56.043056	-122.211944	Cretaceous	"Cretaceous 4"	112.000	99.600
64386	"n. gen."	Ornithomimipus	"n. gen."	Irenichnites	18574	Canada	"British Columbia"		56.043056	-122.211944	Cretaceous	"Cretaceous 4"	112.000	99.600
64387		Irenesauripus			18574	Canada	"British Columbia"		56.036389	-122.205	Cretaceous	"Cretaceous 4"	112.000	99.600
64388	"n. gen."	Columbosauripus			18574	Canada	"British Columbia"		56.029722	-122.198333	Cretaceous	"Cretaceous 4"	112.000	99.600
64390	"n. gen."	Amblydactylus			18574	Canada	"British Columbia"		56.013611	-122.191111	Cretaceous	"Cretaceous 4"	112.000	99.600
64398		Monoclonius		Centrosaurus	18594	Canada	Alberta		48.999722	-110.45	Cretaceous	"Cretaceous 7"	83.500	70.600
64399		Monoclonius			18594	Canada	Alberta		49.3601	-110.5751	Cretaceous	"Cretaceous 7"	83.500	70.600
64400		Chasmosaurus			18595	Canada	Alberta		49.1419	-110.4824	Cretaceous	"Cretaceous 7"	83.500	70.600
64401		Chasmosaurus			18595	Canada	Alberta		49.1128	-110.5933	Cretaceous	"Cretaceous 7"	83.500	70.600
64402		Chasmosaurus			18595	Canada	Alberta		51.5572	-108.1386	Cretaceous	"Cretaceous 7"	83.500	70.600
64408		Mantellisaurus		Iguanodon	18587	Spain	Valenciana	Castellón	40.618889	-0.097778	Cretaceous	"Cretaceous 3"	125.000	112.000
64427		Triceratops			18610	"United States"	Montana	Garfield	47.546667	-107.115556	Cretaceous	"Cretaceous 8"	81.7	65.2
64428		Triceratops			18611	"United States"	Montana		47.053611	-104.736389	Cretaceous	"Cretaceous 8"	70.600	65.000
64429		Triceratops			18611	"United States"	Montana	Custer	46.258056	-105.118056	Cretaceous	"Cretaceous 8"	81.7	65.2
64430	"n. gen."	Saurolophus			18614	Canada	Alberta		51.8191	-112.9819	Cretaceous		83.500	65.000
64432	"n. gen."	Hypacrosaurus			9647	Canada	Alberta		51.9064	-112.9701	Cretaceous		83.500	65.000
64433		Hypacrosaurus			9647	Canada	Alberta		51.8191	-112.9819	Cretaceous		83.500	65.000
64434		Hypacrosaurus			9647	Canada	Alberta		51.8191	-112.9819	Cretaceous		83.500	65.000
64436		Hypacrosaurus			9647	Canada	Alberta		51.7464	-112.9583	Cretaceous		83.500	65.000
64628	"n. gen."	Leptoceratops			18645	Canada	Alberta		51.8191	-112.9819	Cretaceous	"Cretaceous 8"	70.600	65.000
64629	"n. gen."	Anchiceratops			18646	Canada	Alberta		51.7464	-112.9583	Cretaceous		91.2	91.0
64630		Anchiceratops			18646	Canada	Alberta		51.7464	-112.9583	Cretaceous		91.2	91.0
64632	"n. gen."	Prosaurolophus			18647	Canada	Alberta		50.746068	-111.493228	Cretaceous	"Cretaceous 7"	83.500	70.600
64643	?	Troodon			12773	"United States"	Montana	Blaine	47.772222	-108.946944	Cretaceous	"Cretaceous 7"	83.500	70.600
64644		Pachycephalosaurus			12773	"United States"	Wyoming	Niobrara	43.4418	-104.4116	Cretaceous	"Cretaceous 8"	70.600	65.000
64645		Pachycephalosaurus		Triceratops	12773	"United States"	Wyoming	Niobrara	43.157778	-104.553333	Cretaceous	"Cretaceous 8"	70.600	65.000
64646		Stegoceras		Stegoceras	17550	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64647		Stegoceras		Psalisauridae	17550	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64648		Hanssuesia		Troodon	12773	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64649		Sphaerotholus		Stegoceras	17550	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64650		Sphaerotholus		Stegoceras	17550	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64651		Sphaerotholus		Stegoceras	17550	Canada	Alberta		50.830611	-111.603504	Cretaceous	"Cretaceous 7"	76.8	75.3
64652		Stegoceras		Stegoceras	17550	Canada	Alberta		50.765556	-111.3875	Cretaceous	"Cretaceous 7"	76.8	75.3
64653		Sphaerotholus		Troodon	12773	Canada	Alberta		51.939167	-112.9425	Cretaceous		88.3	75.3
64654		Colepiocephale		Troodon	12773	Canada	Alberta		49.951111	-111.423056	Cretaceous	"Cretaceous 7"	76.8	75.3
64656		Hanssuesia		Troodon	12773	Canada	Alberta		50.822500	-111.592778	Cretaceous	"Cretaceous 7"	76.8	75.3
64657		Stegoceras		Psalisauridae	17550	Canada	Alberta		50.820556	-111.627222	Cretaceous	"Cretaceous 7"	76.8	75.3
64658		Stegoceras		Stegoceras	17550	Canada	Alberta		50.820556	-111.627222	Cretaceous	"Cretaceous 7"	76.8	75.3
64659	cf.	Stegoceras		Troodon	12773	Canada	Alberta		50.820556	-111.627222	Cretaceous	"Cretaceous 7"	76.8	75.3
64660		Stegoceras		Stegoceras	17550	Canada	Alberta		50.750000	-111.541111	Cretaceous	"Cretaceous 7"	76.8	75.3
64661	cf.	Stegoceras		Stegoceras	17550	Canada	Alberta		50.750000	-111.541111	Cretaceous	"Cretaceous 7"	76.8	75.3
64662		Stegoceras		Psalisauridae	17550	Canada	Alberta		50.750000	-111.541111	Cretaceous	"Cretaceous 7"	76.8	75.3
64663		Stegoceras		Troodon	12773	Canada	Alberta		50.750000	-111.541111	Cretaceous	"Cretaceous 7"	76.8	75.3
64665		Stegoceras		Troodon	12773	Canada	Alberta		50.799444	-111.593333	Cretaceous	"Cretaceous 7"	76.8	75.3
64682	"n. gen."	Asiaceratops			16510	Uzbekistan			40.100	65.800	Cretaceous	"Cretaceous 5"	99.600	93.500
64683		Asiaceratops			16510	Uzbekistan			40.100	65.800	Cretaceous	"Cretaceous 5"	99.600	93.500
64684		Asiaceratops			38131	Uzbekistan			40.100	65.800	Cretaceous	"Cretaceous 5"	99.600	93.500
64684		Troodon		Pectinodon	38131	Uzbekistan			40.100	65.800	Cretaceous	"Cretaceous 5"	99.600	93.500
64685		Asiaceratops			38127	Uzbekistan			40.100	65.800	Cretaceous	"Cretaceous 5"	99.600	93.500
64689		Asiaceratops			38131	Uzbekistan	Karakalpakistan		40.600000	71.833333	Cretaceous	"Cretaceous 5"	99.600	93.500
64690		Asiaceratops			16510	Uzbekistan	Karakalpakistan		40.600000	-71.833333	Cretaceous	"Cretaceous 5"	99.600	93.500
64773		Iguanodon			18692	"United Kingdom"	England	"isle of Wight"	50.661667	-1.476667	Cretaceous		136.400	112.000
64774		Cetiosaurus			18692	"United Kingdom"	England	"isle of Wight"	50.660278	-1.474444	Cretaceous	"Cretaceous 2"	136.400	125.000
64775		Mantellisaurus		Iguanodon	18694	"United Kingdom"	England	"Isle of Wight"	50.665	-1.13	Cretaceous	"Cretaceous 2"	136.400	125.000
64776		Iguanodon			18695	"United Kingdom"	England	"Isle of Wight"	50.665	-1.13	Cretaceous	"Cretaceous 2"	136.400	125.000
65030		Camptosaurus		Iguanodon	18724	France	Pas-de-Calais		50.7667	1.6333	Jurassic	"Jurassic 6"	150.800	145.500
65030		Duriatitan		Pelorosaurus	18724	France	Pas-de-Calais		50.7667	1.6333	Jurassic	"Jurassic 6"	150.800	145.500
65031		Iguanodon		Caulodon	18724	France	Pas-de-Calais		50.723333	1.589167	Jurassic	"Jurassic 5"	155.700	150.800
65033	?	Iguanodon			19135	France	Pas-de-Calais		50.769722	1.611667	Jurassic	"Jurassic 6"	150.800	145.500
65034		Dacentrurus	?	Omosaurus	18724	France	Pas-de-Calais		50.723333	1.589167	Jurassic	"Jurassic 5"	155.700	150.800
65255	"n. gen."	Tacuarembovum	"n. gen."	Tacuaremborum	18838	Uruguay	Tacuarembó		-32.21667	-55.41667	Cretaceous		89.300	65.000
65256		Sphaerovum			18838	Uruguay	Soriano		-33.516667	-57.816667	Cretaceous		89.300	65.000
65257		Sphaerovum			18838	Uruguay			-34.2	-58.3	Cretaceous		89.300	65.000
65258	"n. gen."	Sphaerovum			18838	Uruguay	Colonia		-34.016667	-57.65	Cretaceous		89.300	65.000
65327		Faveoloolithus			14217	Mongolia	Dornogov		43.663333	107.843611	Cretaceous	"Cretaceous 7"	83.500	70.600
65335		Spheroolithus			27284	Mongolia	Omnogov		43.849722	100.484444	Cretaceous	"Cretaceous 8"	70.600	65.000
65338		Pinacosaurus			26796	Mongolia	Dornogov		44.438056	109.780000	Cretaceous	"Cretaceous 7"	83.500	70.600
65338		Udanoceratops			26796	Mongolia	Dornogov		44.438056	109.780000	Cretaceous	"Cretaceous 7"	83.500	70.600
65344	"n. gen."	Udanoceratops			13879	Mongolia	Omnogov		42.083333	102.166667	Cretaceous	"Cretaceous 7"	83.500	70.600
65346	"n. gen."	Subtiliolithus			27284	Mongolia	Ovorhangai		43.720556	99.926944	Cretaceous	"Cretaceous 8"	70.600	65.000
65347	"n. gen."	Laevisoolithus			27284	Mongolia	Omnogov		43.54	99.6	Cretaceous	"Cretaceous 8"	70.600	65.000
65348		Cairanoolithus		Dughioolithus	14217	France	Bouches-du-Rhône		43.525556	5.588889	Cretaceous	"Cretaceous 8"	70.600	65.000
65348		Megaloolithus			14217	France	Bouches-du-Rhône		43.525556	5.588889	Cretaceous	"Cretaceous 8"	70.600	65.000
65382		Megaloolithus		Megaloolithus	14215	France	Bouches-du-Rhône		43.493611	5.551944	Cretaceous	"Cretaceous 8"	70.600	65.000
65382		Megaloolithus			14215	France	Bouches-du-Rhône		43.493611	5.551944	Cretaceous	"Cretaceous 8"	70.600	65.000
65389		Megaloolithus	""""	Hypselosaurus	27285	France	"Provence-Alpes-Côte d'Azur"	Bouches-du-Rhône	43.452778	5.549444	Cretaceous	"Cretaceous 8"	70.600	65.000
65389		Megaloolithus	""""	Hypselosaurus	27285	France	"Provence-Alpes-Côte d'Azur"	Bouches-du-Rhône	43.452778	5.549444	Cretaceous	"Cretaceous 8"	70.600	65.000
65390		Megaloolithus			14215	France	Bouches-du-Rhône		43.485556	5.581667	Cretaceous	"Cretaceous 8"	70.600	65.000
65390	"n. gen."	Cairanoolithus	"n. gen."	Dughioolithus	14215	France	Bouches-du-Rhône		43.485556	5.581667	Cretaceous	"Cretaceous 8"	70.600	65.000
65391		Cairanoolithus		Dughioolithus	14215	France	Hérault		43.494167	3.583333	Cretaceous	"Cretaceous 8"	70.600	65.000
65391		Megaloolithus			14215	France	Hérault		43.494167	3.583333	Cretaceous	"Cretaceous 8"	70.600	65.000
65391		Cairanoolithus			14215	France	Hérault		43.494167	3.583333	Cretaceous	"Cretaceous 8"	70.600	65.000
65391		Megaloolithus			14215	France	Hérault		43.494167	3.583333	Cretaceous	"Cretaceous 8"	70.600	65.000
65392		Megaloolithus			14215	France	Bouches-du-Rhône		43.470000	5.717778	Cretaceous	"Cretaceous 7"	83.500	70.600
65393		Megaloolithus			14215	France	Bouches-du-Rhône		43.485556	5.581667	Cretaceous	"Cretaceous 8"	70.600	65.000
65396		Megaloolithus			14215	France	"Provence-Alpes-Cote d'Azur"	Bouches-du-Rhone	43.500000	5.533333	Cretaceous	"Cretaceous 8"	70.600	65.000
65396		Megaloolithus			14215	France	"Provence-Alpes-Cote d'Azur"	Bouches-du-Rhone	43.500000	5.533333	Cretaceous	"Cretaceous 8"	70.600	65.000
65397		Megaloolithus			14215	France	"Provence-Alpes-Cote d'Azur"	Bouches-du-Rhone	43.500000	5.533333	Cretaceous	"Cretaceous 8"	70.600	65.000
65398		Megaloolithus			14215	France	"Provence-Alpes-Cote d'Azur"	Bouches-du-Rhone	43.500000	5.533333	Cretaceous	"Cretaceous 8"	70.600	65.000
65398		Megaloolithus			14215	France	"Provence-Alpes-Cote d'Azur"	Bouches-du-Rhone	43.500000	5.533333	Cretaceous	"Cretaceous 8"	70.600	65.000
65403		Dughioolithus			14213	China	Henan	Neixiang	33.1878	111.7939	Cretaceous		99.600	65.000
65606		Iguanodon			18873	"United Kingdom"	England	"East Sussex"	50.886111	0.690278	Cretaceous		140.200	125.000
65827		Centrosaurus			18896	Canada	Alberta		50.727235	-111.524582	Cretaceous	"Cretaceous 7"	89.1	81.9
65895		Centrosaurus			18896	Canada	Alberta		50.7417	-111.5166	Cretaceous	"Cretaceous 7"	89.1	81.9
65901		Centrosaurus			18896	Canada	Alberta		50.7692	-111.5197	Cretaceous	"Cretaceous 7"	89.1	81.9
65903		Centrosaurus			18896	Canada	Alberta		50.7721	-111.5278	Cretaceous	"Cretaceous 7"	89.1	81.9
65904		Centrosaurus		Centrosaurus	19382	Canada	Alberta		50.7634	-111.4354	Cretaceous	"Cretaceous 7"	89.1	81.9
65906		Centrosaurus		Centrosaurus	19382	Canada	Alberta		50.7633	-111.4254	Cretaceous	"Cretaceous 7"	89.1	81.9
65908		Centrosaurus			18896	Canada	Alberta		50.8267	-111.5962	Cretaceous	"Cretaceous 7"	89.1	81.9
65924		Centrosaurus		Ceratopsidae	16964	Canada	Alberta		50.743	-111.5187	Cretaceous	"Cretaceous 7"	89.1	81.9
65925		Centrosaurus			18896	Canada	Alberta		50.7515	-111.4093	Cretaceous	"Cretaceous 7"	89.1	81.9
65926		Centrosaurus			18896	Canada	Alberta		50.7612	-111.4903	Cretaceous	"Cretaceous 7"	89.1	81.9
65927		Centrosaurus		Ceratopsidae	16964	Canada	Alberta		50.7516	-111.4041	Cretaceous	"Cretaceous 7"	89.1	81.9
65928		Centrosaurus			18896	Canada	Alberta		50.7555	-111.4894	Cretaceous	"Cretaceous 7"	89.1	81.9
65929		Centrosaurus		Styracosaurus	18896	Canada	Alberta		50.7947	-111.5754	Cretaceous	"Cretaceous 7"	90.4	90.2
65931		Centrosaurus			18896	Canada	Alberta		50.7536	-111.4738	Cretaceous	"Cretaceous 7"	89.1	81.9
65932		Centrosaurus			18896	Canada	Alberta		50.754	-111.4714	Cretaceous	"Cretaceous 7"	89.1	81.9
66798	"n. gen."	Shixinggia		Oviraptoridae	23446	China	Guangdong	Shixing	24.9500	114.667	Cretaceous	"Cretaceous 8"	70.600	65.000
66893	"n. gen."	Notohypsilophodon			19032	Argentina	Chubut		-44.914669	-69.288972	Cretaceous		99.600	89.300
66895		Caririchnium		Theropoda	19033	"United States"	Colorado		38.441111	-105.251944	Cretaceous	"Cretaceous 4"	112.000	99.600
66897		Caririchnium		Iguanodontidae	19038	"United States"	Colorado		38.413889	-105.270833	Cretaceous	"Cretaceous 4"	112.000	99.600
66900		Magnoavipes	?	Coelurosauria	19038	"United States"	Colorado	Jefferson	39.681944	-105.1925	Cretaceous	"Cretaceous 5"	99.600	93.500
66900		Caririchnium			19038	"United States"	Colorado	Jefferson	39.681944	-105.1925	Cretaceous	"Cretaceous 5"	99.600	93.500
66901		Caririchnium			19038	"United States"	Colorado	Jefferson	39.681944	-105.1925	Cretaceous	"Cretaceous 4"	112.000	99.600
66902		Caririchnium		Iguanodontidae	19038	"United States"	Colorado	Prowers	37.938889	-102.683056	Cretaceous		125.000	93.500
66904		Caririchnium		Iguanodontidae	19038	"United States"	Colorado	"Bent/Las Animas"	37.643889	-103.240278	Cretaceous		125.000	93.500
66906		Caririchnium		Dinosauria	19038	"United States"	Colorado	Bent	38.035000	-103.045556	Cretaceous		125.000	93.500
66907		Caririchnium		Ornithopoda	19038	"United States"	Colorado	Jefferson	39.652500	-105.185833	Cretaceous		125.000	93.500
66908	?	Albertosaurus			19041	"United States"	Colorado	Gunnison	38.832500	-107.036944	Cretaceous	"Cretaceous 7"	83.500	70.600
66909		Camarasaurus			19042	"United States"	Colorado	Jefferson	39.6756	-105.1926	Jurassic		155.700	145.500
66915		Magnoavipes			25992	"United States"	Colorado	Jefferson	39.666468	-105.191829	Cretaceous		125.000	93.500
66924		Shaochilong		Chilantaisaurus	19051	China	"Nei Monggol"		40.30134	105.943286	Cretaceous	"Cretaceous 6"	93.500	89.300
66924	"n. gen."	Gobisaurus			19051	China	"Nei Monggol"		40.30134	105.943286	Cretaceous	"Cretaceous 6"	93.500	89.300
66925	"n. gen."	Chilantaisaurus			19051	China	"Nei Monggol"		40.30134	105.943286	Cretaceous	"Cretaceous 6"	93.500	89.300
66926		Sinosaurus			19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66926		Lufengosaurus			19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66926		Yunnanosaurus			19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66926		Lufengosaurus		Gyposaurus	19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66926		Lufengosaurus		Lufengosaurus	19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66926		Yunnanosaurus			19052	China	Yunnan	Lufeng	25.178594	102.76122	Jurassic	"Jurassic 1"	196.500	189.600
66927	"n. gen."	Lufengopus			19053	China	Yunnan	Lufeng	24.130278	102.078056	Jurassic		175.600	161.200
66928		Eubrontes			19054	China	"Nei Mongol"		38.916667	108.083333	Cretaceous	"Cretaceous 2"	130.000	125.000
67094		Gasparinisaura		Dryomorpha	19129	Argentina	"Río Negro"		-38.844381	-68.3066	Cretaceous	"Cretaceous 7"	83.500	70.600
67129		Triceratops			19809	"United States"	Montana	McCone	47.750556	-106.203611	Cretaceous	"Cretaceous 8"	81.7	65.2
67129		Edmontosaurus		Anatosaurus	19809	"United States"	Montana	McCone	47.750556	-106.203611	Cretaceous	"Cretaceous 8"	81.7	65.2
67138	"n. gen."	Pararhabdodon	"n. gen."	Pararhabdodon	10512	Spain	Lleida		42.161384	1.54786	Cretaceous	"Cretaceous 8"	70.600	65.000
67199	"n. gen."	Apulosauripus			19179	Italy	Apulia	Bari	40.805906	16.624919	Cretaceous	"Cretaceous 6"	85.800	83.500
67202	cf.	Hoplitosaurus			19182	"United States"	Utah	Grand	38.762213	-109.682056	Cretaceous	"Cretaceous 2"	130.000	125.000
67203		Spinosaurus			19183	Tunisia	Tatawin		33.172860	10.255789	Cretaceous	"Cretaceous 4"	112.000	99.600
67203		Carcharodontosaurus			19183	Tunisia	Tatawin		33.172860	10.255789	Cretaceous	"Cretaceous 4"	112.000	99.600
67218	"n. gen."	Zapalasaurus			19193	Argentina	Neuquén		-39.555278	-70.153056	Cretaceous		130.000	112.000
67219	"n. gen."	Amazonsaurus		Rebbachisauridae	19196	Brazil	Maranhão	Itapecuru-Mirim	-3.402652	-44.360514	Cretaceous		125.000	99.600
67233	aff.	Staurichnium			14677	Brazil	Ceará		-6.364444	-39.021667	Cretaceous		145.500	125.000
67236	"n. gen."	Gigantspinosaurus			19209	China	Sichuan	Zigong	29.39998	104.779997	Jurassic	"Jurassic 5"	161.200	155.700
67296	"n. gen."	Cathartesaura		Rebbachisauridae	33360	Argentina	"Río Negro"		-39.628611	-69.184167	Cretaceous		99.600	85.800
67434	"n. gen."	Manidens			19226	Argentina	Chubut		-43.409167	-69.230556	Jurassic		183.000	167.700
67448		Titanosaurus			19228	India	Maharashtra		20.998881	79.181741	Cretaceous	"Cretaceous 8"	70.600	65.000
67540		Aeolosaurus		Aeolosaurus	17227	Brazil	"São Paulo"		-23.3417	-47.59639	Cretaceous		83.500	65.000
67611	"n. gen."	Didactylornis			19265	China	Liaoning	Yixian	41.134009	121.138132	Cretaceous	"Cretaceous 3"	122.1	0
67611	"n. gen."	Jinzhousaurus			19265	China	Liaoning	Yixian	41.134009	121.138132	Cretaceous	"Cretaceous 3"	122.1	0
67611		Sinornithosaurus			19265	China	Liaoning	Yixian	41.134009	121.138132	Cretaceous	"Cretaceous 3"	122.1	0
67611	"n. gen."	Shenzhouraptor			19265	China	Liaoning	Yixian	41.134009	121.138132	Cretaceous	"Cretaceous 3"	122.1	0
67612	"n. gen."	Arrhinoceratops			19269	Canada	Alberta		51.610524	-112.875391	Cretaceous		83.500	65.000
67699		Coelophysis			19338	"United States"	Texas	Garza	33.12536	-101.352082	Triassic	"Triassic 4"	216.500	203.600
67712	"n. gen."	Santanaraptor			6053	Brazil	Ceará		-7.183333	-39.733333	Cretaceous	"Cretaceous 4"	112.000	99.600
67811		Zalmoxes		Rhabdodon	25139	Romania	Hunedoara		45.493623	23.92191	Cretaceous	"Cretaceous 8"	70.600	65.000
67811		Magyarosaurus			25139	Romania	Hunedoara		45.493623	23.92191	Cretaceous	"Cretaceous 8"	70.600	65.000
67817		Zalmoxes		Rhabdodon	19377	Romania	Hunedoara		45.61667	22.78333	Cretaceous	"Cretaceous 8"	70.600	65.000
67817		Zalmoxes			19377	Romania	Hunedoara		45.61667	22.78333	Cretaceous	"Cretaceous 8"	70.600	65.000
67817		Magyarosaurus			19377	Romania	Hunedoara		45.61667	22.78333	Cretaceous	"Cretaceous 8"	70.600	65.000
67818		Zalmoxes			19377	Romania	Hunedoara		45.61667	22.78333	Cretaceous	"Cretaceous 8"	70.600	65.000
67818		Telmatosaurus			19377	Romania	Hunedoara		45.61667	22.78333	Cretaceous	"Cretaceous 8"	70.600	65.000
67829		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67830		Ornithomimipus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67831		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67831		Ornithomimipus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67832		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67832		Ornithomimipus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67833		Ornithomimipus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67833		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
