collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
67833		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67834		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67835		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67836		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67838		Irenesauripus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67838		Tetrapodosaurus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67838		Columbosauripus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67838		Amblydactylus			19400	Canada	Yukon		61.970407	-132.501016	Cretaceous		112.000	93.500
67869		Saurornitholestes			19348	Canada	Alberta		50.740088	-111.51729	Cretaceous	"Cretaceous 7"	83.500	70.600
67869		Dromaeosaurus			19348	Canada	Alberta		50.740088	-111.51729	Cretaceous	"Cretaceous 7"	83.500	70.600
67870		Saurornitholestes			19348	Canada	Alberta		50.73841	-111.47851	Cretaceous	"Cretaceous 7"	84.2	65.5
67871		Richardoestesia			19348	Canada	Alberta		50.7302	-111.507176	Cretaceous	"Cretaceous 7"	84.2	65.5
67871		Saurornitholestes			19348	Canada	Alberta		50.7302	-111.507176	Cretaceous	"Cretaceous 7"	84.2	65.5
67872		Richardoestesia			19348	Canada	Alberta		50.75588	-111.52469	Cretaceous	"Cretaceous 7"	83.500	70.600
67872		Saurornitholestes			19348	Canada	Alberta		50.75588	-111.52469	Cretaceous	"Cretaceous 7"	83.500	70.600
67873		Richardoestesia			19348	Canada	Alberta		50.84381	-111.304666	Cretaceous	"Cretaceous 7"	84.2	65.5
67873		Saurornitholestes			19348	Canada	Alberta		50.84381	-111.304666	Cretaceous	"Cretaceous 7"	84.2	65.5
67874		Troodon			19348	Canada	Alberta		50.75770	-111.37137	Cretaceous	"Cretaceous 7"	84.2	65.5
67874		Saurornitholestes			19348	Canada	Alberta		50.75770	-111.37137	Cretaceous	"Cretaceous 7"	84.2	65.5
67874		Richardoestesia			19348	Canada	Alberta		50.75770	-111.37137	Cretaceous	"Cretaceous 7"	84.2	65.5
67876		Troodon			19348	Canada	Alberta		50.72475	-111.48637	Cretaceous	"Cretaceous 7"	84.2	65.5
67877		Saurornitholestes			19348	Canada	Alberta		50.724828	-111.46824	Cretaceous	"Cretaceous 7"	84.2	65.5
67877	?	Dromaeosaurus			19348	Canada	Alberta		50.724828	-111.46824	Cretaceous	"Cretaceous 7"	84.2	65.5
67879		Saurornitholestes			19348	Canada	Alberta		50.64355	-110.9101	Cretaceous	"Cretaceous 7"	83.500	70.600
67879		Richardoestesia			19348	Canada	Alberta		50.64355	-110.9101	Cretaceous	"Cretaceous 7"	83.500	70.600
67880		Saurornitholestes			19348	Canada	Alberta		50.73262	-110.75406	Cretaceous	"Cretaceous 7"	83.500	70.600
67880		Troodon			19348	Canada	Alberta		50.73262	-110.75406	Cretaceous	"Cretaceous 7"	83.500	70.600
67881		Saurornitholestes			19348	Canada	Alberta		51.43878	-110.38566	Cretaceous	"Cretaceous 7"	84.2	65.5
67881		Richardoestesia			19348	Canada	Alberta		51.43878	-110.38566	Cretaceous	"Cretaceous 7"	84.2	65.5
67881		Troodon			19348	Canada	Alberta		51.43878	-110.38566	Cretaceous	"Cretaceous 7"	84.2	65.5
67882		Saurornitholestes			19348	Canada	Alberta		51.436085	-110.3857	Cretaceous	"Cretaceous 7"	84.2	65.5
67883		Saurornitholestes			19348	Canada	Alberta		51.466689	-110.38848	Cretaceous	"Cretaceous 7"	84.2	65.5
67884		Saurornitholestes			19348	Canada	Alberta		50.73003	-110.8892	Cretaceous	"Cretaceous 7"	83.500	70.600
67885		Saurornitholestes			19348	Canada	Saskatchewan		52.449722	-109.166667	Cretaceous	"Cretaceous 7"	84.2	65.5
67892		Troodon			19348	Canada	Alberta		50.75122	-111.4082555	Cretaceous	"Cretaceous 7"	83.500	70.600
67892		Saurornitholestes			19348	Canada	Alberta		50.75122	-111.4082555	Cretaceous	"Cretaceous 7"	83.500	70.600
67893		Troodon			19348	Canada	Alberta		50.77289	-111.457656	Cretaceous	"Cretaceous 7"	84.2	65.5
67893		Saurornitholestes			19348	Canada	Alberta		50.77289	-111.457656	Cretaceous	"Cretaceous 7"	84.2	65.5
67893		Richardoestesia			19348	Canada	Alberta		50.77289	-111.457656	Cretaceous	"Cretaceous 7"	84.2	65.5
67893		Dromaeosaurus			19348	Canada	Alberta		50.77289	-111.457656	Cretaceous	"Cretaceous 7"	84.2	65.5
67894		Saurornitholestes			19348	Canada	Alberta		50.754762	-111.513903	Cretaceous	"Cretaceous 7"	84.2	65.5
67894		Richardoestesia			19348	Canada	Alberta		50.754762	-111.513903	Cretaceous	"Cretaceous 7"	84.2	65.5
67894		Troodon			19348	Canada	Alberta		50.754762	-111.513903	Cretaceous	"Cretaceous 7"	84.2	65.5
67913		Megalosaurus		Saurocephalus	19406	Germany	Niedersachsen		52.363239	9.703265	Jurassic	"Jurassic 5"	161.200	155.700
67972	"n. gen."	Iliosuchus		Megalosaurus	23773	"United Kingdom"	England	Oxfordshire	51.851944	-1.432222	Jurassic	"Jurassic 4"	167.700	164.700
67973		Nothronychus		Therizinosauridae	30326	"United States"	Utah		37.82501	-111.663611	Cretaceous		99.600	89.300
67974	"n. gen."	Garudimimus			13909	Mongolia	Omnogov		43.144167	107.518056	Cretaceous		99.600	83.500
67974	"n. gen."	Erlikosaurus			13909	Mongolia	Omnogov		43.144167	107.518056	Cretaceous		99.600	83.500
67986	cf.	Breviparopus			19447	Switzerland	Bern		47.246268	7.177106	Jurassic	"Jurassic 5"	155.700	150.800
67988	cf.	Breviparopus			19447	Switzerland	Bern		47.235989	7.476935	Jurassic	"Jurassic 5"	155.700	150.800
67989		Tatarornipes	cf.	Aves	19449	China	"Nei Mongol"		38.900556	107.234444	Cretaceous	"Cretaceous 2"	130.000	125.000
68001		Richardoestesia			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68001		Richardoestesia			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68001		Saurornitholestes			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68002		Saurornitholestes			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68003		Saurornitholestes		Richardoestesia	11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68003		Saurornitholestes			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68003		Richardoestesia		Richardoestesia	11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68003		Richardoestesia			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68004		Saurornitholestes			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68006		Richardoestesia			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68006		Saurornitholestes			11752	"United States"	Texas	Brewster	29.104792	-103.169877	Cretaceous	"Cretaceous 7"	81.3	76.2
68007		Saurornitholestes			19433	"United States"	Texas	Brewster	29.300550	-103.516488	Cretaceous	"Cretaceous 8"	81.3	76.2
68007		Saurornitholestes			19433	"United States"	Texas	Brewster	29.300550	-103.516488	Cretaceous	"Cretaceous 8"	81.3	76.2
68007		Richardoestesia			19433	"United States"	Texas	Brewster	29.300550	-103.516488	Cretaceous	"Cretaceous 8"	81.3	76.2
68008		Saurornitholestes			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 8"	81.3	76.2
68008		Richardoestesia			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 8"	81.3	76.2
68009		Saurornitholestes			19433	"United States"	Texas	Brewster	29.433372	-103.142296	Cretaceous	"Cretaceous 8"	81.3	76.2
68009		Saurornitholestes			19433	"United States"	Texas	Brewster	29.433372	-103.142296	Cretaceous	"Cretaceous 8"	81.3	76.2
68010		Saurornitholestes			19433	"United States"	Texas	Brewster	29.433372	-103.142296	Cretaceous	"Cretaceous 8"	70.600	65.000
68011		Saurornitholestes			19433	"United States"	Texas	Brewster	29.433372	-103.142296	Cretaceous	"Cretaceous 8"	81.3	76.2
68011		Saurornitholestes			19433	"United States"	Texas	Brewster	29.433372	-103.142296	Cretaceous	"Cretaceous 8"	81.3	76.2
68012		Saurornitholestes			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	81.3	76.2
68014		Saurornitholestes			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	81.3	76.2
68014		Saurornitholestes			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	81.3	76.2
68014	cf.	Edmontonia			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	81.3	76.2
68014		Saurornitholestes			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	81.3	76.2
68015	cf.	Edmontonia			19433	"United States"	Texas	Brewster	29.228553	-103.565624	Cretaceous	"Cretaceous 7"	83.500	70.600
68017	"n. gen."	Kangnasaurus			19458	"South Africa"	"Western Cape"		-29.520278	18.419444	Cretaceous		99.600	65.000
68019	"n. gen."	Turiasaurus			19463	Spain	Aragón	Teruel	40.12727	-1.133307			150.800	140.200
68019		Dacentrurus		Stegosauria	19463	Spain	Aragón	Teruel	40.12727	-1.133307			150.800	140.200
68022	"n. gen."	Paraprotopteryx			19468	China	Hebei	Fengning	41.200000	116.650000	Cretaceous		130.000	112.000
68022	"n. gen."	Protopteryx			19468	China	Hebei	Fengning	41.200000	116.650000	Cretaceous		130.000	112.000
68038		Plateosaurus			25583	Germany	Baden-Wurttemberg		48.102708	8.682539	Triassic	"Triassic 4"	216.500	203.600
68042	cf.	Ojoceratops		Chasmosaurinae	19493	"United States"	"New Mexico"	"San Juan"	36.3439	-108.842	Cretaceous	"Cretaceous 8"	70.600	65.000
68045		Daspletosaurus			19504	"United States"	Montana	Teton	47.806285	-112.222694	Cretaceous	"Cretaceous 7"	83.500	70.600
68048		Rhabdodon			30925	France	Languedoc-Roussillon		42.938239	2.191471	Cretaceous	"Cretaceous 8"	70.600	65.000
68097	?	Diplodocus			19565	"United States"	Colorado	Mesa	38.5027778	-108.997777	Jurassic		155.700	145.500
68099		Allosaurus	cf.	Allosaurus	13886	"United States"	"New Mexico"	Sandoval	35.563332	-106.770002	Jurassic		155.700	145.500
68099		Camarasaurus		Camarasaurus	13886	"United States"	"New Mexico"	Sandoval	35.563332	-106.770002	Jurassic		155.700	145.500
68100		Diplodocus			19572	"United States"	Wyoming	"Hot Springs"	43.6300	-108.2	Jurassic		155.700	145.500
68149		Elongatoolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68149		Nanhsiungoolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68149		Macroolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68149		Macroolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68149		Elongatoolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68149		Shixingoolithus			19692	China	Guangdong		25.92653	114.284250	Cretaceous	"Cretaceous 8"	70.600	65.000
68156		Megaloolithus			19788	India	Gujarat		23.93550	74.151386	Cretaceous	"Cretaceous 8"	70.600	65.000
68156		Megaloolithus			19788	India	Gujarat		23.93550	74.151386	Cretaceous	"Cretaceous 8"	70.600	65.000
68167		Megaloolithus			19584	India	"Madhya Pradesh"	Jabalpur	23.105568	79.835485	Cretaceous	"Cretaceous 8"	70.600	65.000
68168		Megaloolithus			19584	India	"Madhya Pradesh"	Dhar	22.2	74.75	Cretaceous	"Cretaceous 8"	70.600	65.000
68222		Anchisauripus			19626	France	Saône-et-Loire		46.841944	4.432778	Triassic	"Triassic 2"	245.000	228.000
68222		Coelurosaurichnus			19626	France	Saône-et-Loire		46.841944	4.432778	Triassic	"Triassic 2"	245.000	228.000
68223		Coelurosaurichnus			19626	France	Saône-et-Loire		46.841944	4.432778	Triassic	"Triassic 2"	245.000	228.000
68224		Eubrontes		Grallator	19626	France			44.4500	4.1500	Triassic	"Triassic 3"	228.000	216.500
68225		Coelurosaurichnus			19626	France			44.4500	4.1500	Triassic	"Triassic 3"	228.000	216.500
68226		Eubrontes	cf.	Anchisauripus	19626	France	Bourgogne		46.653333	4.651667	Triassic	"Triassic 2"	245.000	228.000
68226		Anchisauripus			19626	France	Bourgogne		46.653333	4.651667	Triassic	"Triassic 2"	245.000	228.000
68331	"n. gen."	Dromaeosauroides			27919	Denmark	Bornholm		55.80208	14.752449	Cretaceous	"Cretaceous 1"	145.500	140.200
68379		Bagaceratops			19678	China	"Nei Monggol"		41.702134	106.756719	Cretaceous	"Cretaceous 7"	83.500	70.600
68396		Elongatoolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68396		Nanhsiungoolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68396		Macroolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68396		Elongatoolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68396		Shixingoolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68396		Macroolithus			19692	China	Guangdong		25.9385	114.290144	Cretaceous	"Cretaceous 8"	70.600	65.000
68397		Macroolithus			19692	China	Guangdong		25.227582	114.485240	Cretaceous	"Cretaceous 8"	70.600	65.000
68397		Elongatoolithus			19692	China	Guangdong		25.227582	114.485240	Cretaceous	"Cretaceous 8"	70.600	65.000
68397		Macroolithus			19692	China	Guangdong		25.227582	114.485240	Cretaceous	"Cretaceous 8"	70.600	65.000
68397		Elongatoolithus			19692	China	Guangdong		25.227582	114.485240	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Nanhsiungoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Elongatoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Macroolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Shixingoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Elongatoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68398		Macroolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68399		Elongatoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68399		Macroolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68399		Macroolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68399		Elongatoolithus			19692	China	Guangdong		25.129811	114.409750	Cretaceous	"Cretaceous 8"	70.600	65.000
68400	"n. gen."	Shixingoolithus			19692	China	Guangdong	Shixing	25.5	114.183301	Cretaceous	"Cretaceous 8"	70.600	65.000
68401	cf.	Euhelopus		Sauropoda	19693	China	Xinjiang		45.133333	88.950000	Cretaceous		145.500	99.600
68458	?	Hypselosaurus		Dinosauria	19339	Spain	"Castilla y Leon"	Burgos	41.860123	-3.38779	Cretaceous	"Cretaceous 8"	70.600	65.000
68464	cf.	Baryonyx			27940	Spain	"Castilla y Leon"	Burgos	42.024167	-3.233333	Cretaceous		140.200	125.000
68466		Parabrontopodus			19710	Spain	"Castilla y Leon"	Soria	41.987102	-2.354974			161.200	99.600
68621	aff.	Dilophosaurus			25318	India	"Andhra Pradesh"	Adilabad	19.250000	79.533333	Jurassic	"Jurassic 1"	196.500	189.600
68621	"n. gen."	Lamplughsaura		Plateosauridae	25318	India	"Andhra Pradesh"	Adilabad	19.250000	79.533333	Jurassic	"Jurassic 1"	196.500	189.600
68622		Megaloolithus			19788	India	Gujarat		23.16667	74.11667	Cretaceous	"Cretaceous 8"	70.600	65.000
68624	?	Spheroolithus			19788	India	Maharashtra		20.528052	79.274639	Cretaceous	"Cretaceous 8"	70.600	65.000
68625		Megaloolithus			19788	India	Maharashtra		20.682107	79.269352	Cretaceous	"Cretaceous 8"	70.600	65.000
68626		Megaloolithus			19788	India	Gujarat		23.134779	74.155307	Cretaceous	"Cretaceous 8"	70.600	65.000
68626		Megaloolithus			19788	India	Gujarat		23.134779	74.155307	Cretaceous	"Cretaceous 8"	70.600	65.000
68627		Megaloolithus			19788	India	Maharashtra		20.864045	79.324481	Cretaceous	"Cretaceous 8"	70.600	65.000
68628		Staurichnium			19798	Brazil	Paraíba		-6.694167	-38.348333	Cretaceous		145.500	99.600
68628		Caririchnium			19798	Brazil	Paraíba		-6.694167	-38.348333	Cretaceous		145.500	99.600
68658		Cetiosaurus		Cetiosaurus	14456	"United Kingdom"	England	Oxfordshire	51.858333	-1.301667	Jurassic	"Jurassic 4"	167.700	164.700
68705		Anchisauripus		Otouphebus	19814	"United States"	Pennsylvania	Montgomery	40.247086	-75.460155	Triassic	"Triassic 4"	216.500	199.600
68705		Grallator			19814	"United States"	Pennsylvania	Montgomery	40.247086	-75.460155	Triassic	"Triassic 4"	216.500	199.600
68706		Platypterna			34162	"United States"	Pennsylvania	Montgomery	40.198698	-75.268893	Triassic	"Triassic 4"	216.500	203.600
68706		Anchisauripus			34162	"United States"	Pennsylvania	Montgomery	40.198698	-75.268893	Triassic	"Triassic 4"	216.500	203.600
68776		Parabrontopodus		Sauropoda	19848	Italy	"Trentino-Alto Adige"		45.855658	11.58706	Jurassic	"Jurassic 1"	199.600	196.500
68779		Eubrontes		Grallator	19851	Italy	Toscana	Pisa	43.7375	10.489705	Triassic	"Triassic 3"	228.000	216.500
68779	"n. gen."	Coelurosaurichnus			19851	Italy	Toscana	Pisa	43.7375	10.489705	Triassic	"Triassic 3"	228.000	216.500
68780		Eubrontes		Grallator	23419	Italy	Liguria	Lerici	44.744	9.840766	Triassic	"Triassic 3"	228.000	216.500
68780		Pseudotetrasauropus			23419	Italy	Liguria	Lerici	44.744	9.840766	Triassic	"Triassic 3"	228.000	216.500
68780		Anomoepus			23419	Italy	Liguria	Lerici	44.744	9.840766	Triassic	"Triassic 3"	228.000	216.500
68875		Rhabdodon			14445	France	Languedoc-Roussillon	Hérault	43.338145	2.905978	Cretaceous	"Cretaceous 8"	70.600	65.000
68886		Kayentapus		Dinosauria	23419	Italy	Verona		45.688889	11.108333	Jurassic	"Jurassic 1"	196.500	189.600
68887		Eubrontes			19851	Italy	"Trentino-Alto Adige"	Trento	45.927778	11.152222	Jurassic	"Jurassic 1"	199.600	189.600
68887		Parabrontopodus		Sauropoda	19851	Italy	"Trentino-Alto Adige"	Trento	45.927778	11.152222	Jurassic	"Jurassic 1"	199.600	189.600
68888	"n. gen."	Scipionyx		Theropoda	23419	Italy	Campania	Benevento	41.347778	14.548056	Cretaceous	"Cretaceous 4"	112.000	99.600
68889		Kayentapus			19883	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68890		Eubrontes		Anchisauripus	19884	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68890		Eubrontes	?	Grallator	19884	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68890		Kayentapus		Eubrontes	19884	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68890		Kayentapus		Apatichnus	19884	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68890		Anomoepus	"n. gen."	Gregaripus	19884	"United States"	Virginia	Culpeper	38.439736	-77.915053	Triassic	"Triassic 4"	216.500	203.600
68904		Torvosaurus			19890	Portugal	Leiria		39.330111	-9.358712	Jurassic	"Jurassic 5"	155.700	150.800
68905		Torvosaurus			19890	Portugal	Lisboa		39.2	-9.116666	Jurassic	"Jurassic 5"	155.700	150.800
68906		Anchisauripus			19896	France	Saône-et-Loire		46.871639	4.397335	Triassic	"Triassic 2"	245.000	228.000
68906		Coelurosaurichnus			19896	France	Saône-et-Loire		46.871639	4.397335	Triassic	"Triassic 2"	245.000	228.000
69151	"n. gen."	Albertaceratops		Centrosaurinae	23460	Canada	Alberta		49.1209	-110.862688	Cretaceous	"Cretaceous 7"	83.500	70.600
69152	"n. gen."	Medusaceratops			19936	"United States"	Montana	Hill	48.945167	-110.562073	Cretaceous	"Cretaceous 7"	83.500	70.600
69152		Albertaceratops		Styracosaurus	19936	"United States"	Montana	Hill	48.945167	-110.562073	Cretaceous	"Cretaceous 7"	83.500	70.600
69210		Tyrannosaurus			19952	"United States"	Texas	Brewster	29.438756	-103.159575	Cretaceous	"Cretaceous 8"	82.1	65.3
69211		Torosaurus		Torosaurus	19952	"United States"	Texas	Brewster	29.438756	-103.159575	Cretaceous	"Cretaceous 8"	66.5	66.3
69213	"n. gen."	Troodon			13002	"United States"	Montana	Fergus	47.763077	-109.166699	Cretaceous	"Cretaceous 7"	83.500	70.600
69258		Hypsiloichnus			19959	"United States"	Maryland	Baltimore	39.376961	-76.428568	Cretaceous	"Cretaceous 3"	125.000	112.000
69259	"n. gen."	Hypsiloichnus			19959	"United States"	Maryland	"Prince Georges"	39.1005	-76.912128	Cretaceous	"Cretaceous 3"	125.000	112.000
69260		Hypsiloichnus			19959	"United States"	Virginia	Stafford	38.262502	-77.421109	Cretaceous	"Cretaceous 3"	125.000	112.000
69621		Edmontosaurus			23357	Canada	Alberta		51.476111	-112.761944	Cretaceous	"Cretaceous 7"	83.500	70.600
69623		Tetrasauropus			23358	Switzerland	Graubunden		46.634302	10.157794	Triassic		228.000	199.600
69624	?	Tyrannosaurus			23361	"United States"	Montana	Fergus	47.398056	-109.651111	Cretaceous	"Cretaceous 7"	76.4	65.3
69693	"n. gen."	Zephyrosaurus			23373	"United States"	Montana	Carbon	45.4870	-108.7296	Cretaceous	"Cretaceous 4"	112.000	99.600
69694	"n. gen."	Stenopelix			35190	Germany	Niedersachsen		52.252359	9.66053	Cretaceous	"Cretaceous 1"	145.500	140.200
69695		Abrictosaurus		Lycorhinus	14203	Lesotho	"Qacha's Nek"		-30.64182	28.532604	Jurassic	"Jurassic 1"	199.600	189.600
69753	cf.	Parabrontopodus			23402	Croatia			45.182783	13.694053	Jurassic	"Jurassic 6"	150.800	145.500
